image_path,families,label_x_mark,label_play_triangle,label_google_play,label_next,label_free,label_got,label_arrow,review_status,group_key,source_screen,instance_id,content_id,original_path,relative_path,vision_domain,asset_type,asset_role,image_scope,representation,source_root,split
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00709_x_mark_asset_de7b8c7922f1f900.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_de7b8c7922f1f900,click_success_20260713_085957_142,file_feba933493202f49,asset_de7b8c7922f1f900,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085957_142\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085957_142\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00710_got_asset_8563daf0cc5f8eee.png,got,0,0,0,0,0,1,0,reviewed,content:asset_8563daf0cc5f8eee,click_success_20260713_090002_331,file_ac40e0b46fb02e4d,asset_8563daf0cc5f8eee,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090002_331\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090002_331\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00711_play_triangle_asset_88342de1955d7710.png,play_triangle,0,1,0,0,0,0,0,reviewed,content:asset_88342de1955d7710,click_success_20260713_090150_924,file_107b4cb1288bc630,asset_88342de1955d7710,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090150_924\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090150_924\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00712_x_mark_asset_90ce48e4e47a01c1.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_90ce48e4e47a01c1,click_success_20260713_090208_867,file_94f1bde14ac54667,asset_90ce48e4e47a01c1,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090208_867\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090208_867\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00713_got_asset_dea8ae9d91e5e666.png,got,0,0,0,0,0,1,0,reviewed,content:asset_dea8ae9d91e5e666,click_success_20260713_090213_965,file_0d067cdbf10452a5,asset_dea8ae9d91e5e666,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090213_965\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090213_965\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00714_play_triangle_asset_542d5a8ba5e8e090.png,play_triangle,0,1,0,0,0,0,0,reviewed,content:asset_542d5a8ba5e8e090,click_success_20260713_090219_764,file_87ac57244ab5f299,asset_542d5a8ba5e8e090,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090219_764\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090219_764\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00715_x_mark_asset_6245704c040830e6.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_6245704c040830e6,click_success_20260713_090237_721,file_22ff620fe77cc31e,asset_6245704c040830e6,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090237_721\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090237_721\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00716_got_asset_2a225f2e94246f95.png,got,0,0,0,0,0,1,0,reviewed,content:asset_2a225f2e94246f95,click_success_20260713_090242_795,file_e48611eca572140a,asset_2a225f2e94246f95,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090242_795\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090242_795\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00717_play_triangle_asset_1681b89025c9902b.png,play_triangle,0,1,0,0,0,0,0,reviewed,content:asset_1681b89025c9902b,click_success_20260713_090248_537,file_b9fda2c43c5f7e13,asset_1681b89025c9902b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090248_537\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090248_537\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00718_x_mark_asset_2117e8b585c0bc87.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_2117e8b585c0bc87,click_success_20260713_090306_881,file_e3f11b73be192b16,asset_2117e8b585c0bc87,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090306_881\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090306_881\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00719_got_asset_3911db3a08d8407c.png,got,0,0,0,0,0,1,0,reviewed,content:asset_3911db3a08d8407c,click_success_20260713_090311_972,file_8bd6e958d40d0a1b,asset_3911db3a08d8407c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090311_972\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090311_972\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00720_play_triangle_asset_da86db81efb2b312.png,play_triangle,0,1,0,0,0,0,0,reviewed,content:asset_da86db81efb2b312,click_success_20260713_090317_809,file_67b6becbf74cb4f1,asset_da86db81efb2b312,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090317_809\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090317_809\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00721_x_mark_asset_3603e8e8712294aa.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_3603e8e8712294aa,click_success_20260713_090335_921,file_c3c020f092590994,asset_3603e8e8712294aa,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090335_921\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090335_921\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00722_got_asset_49afee44f4eb1fa6.png,got,0,0,0,0,0,1,0,reviewed,content:asset_49afee44f4eb1fa6,click_success_20260713_090340_942,file_ce79f73ed3186b0d,asset_49afee44f4eb1fa6,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090340_942\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090340_942\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00723_play_triangle_asset_56f1aad4a5d1e8bc.png,play_triangle,0,1,0,0,0,0,0,reviewed,content:asset_56f1aad4a5d1e8bc,click_success_20260713_090346_734,file_eb313578ce0e8ad1,asset_56f1aad4a5d1e8bc,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090346_734\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090346_734\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00724_x_mark_asset_6245704c040830e6.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_6245704c040830e6,click_success_20260713_090404_778,file_1aef1805ac019b89,asset_6245704c040830e6,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090404_778\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090404_778\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00725_got_asset_28ce3027c4b3f3b5.png,got,0,0,0,0,0,1,0,reviewed,content:asset_28ce3027c4b3f3b5,click_success_20260713_090409_815,file_f9f17c7bbbe70566,asset_28ce3027c4b3f3b5,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090409_815\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090409_815\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00726_free_asset_83b91869426baa8c.png,free,0,0,0,0,1,0,0,reviewed,content:asset_83b91869426baa8c,click_success_20260713_092236_610,file_a6dcd08b6131a096,asset_83b91869426baa8c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092236_610\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092236_610\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00727_x_mark_asset_eaa49f6694344ff9.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_eaa49f6694344ff9,click_success_20260713_092259_291,file_05ef3bfa3c39ee51,asset_eaa49f6694344ff9,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092259_291\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092259_291\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00728_got_asset_b4c1b399a527bf19.png,got,0,0,0,0,0,1,0,reviewed,content:asset_b4c1b399a527bf19,click_success_20260713_092304_232,file_a0e42b51ed07b933,asset_b4c1b399a527bf19,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092304_232\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092304_232\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00729_free_asset_83b91869426baa8c.png,free,0,0,0,0,1,0,0,reviewed,content:asset_83b91869426baa8c,click_success_20260713_092310_697,file_acd7a48387f3eb34,asset_83b91869426baa8c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092310_697\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092310_697\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00730_x_mark_asset_ea6642c3c3ac92c6.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_ea6642c3c3ac92c6,click_success_20260713_092328_718,file_399bc34ef8ddbc74,asset_ea6642c3c3ac92c6,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092328_718\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092328_718\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00731_got_asset_122938791c6b146a.png,got,0,0,0,0,0,1,0,reviewed,content:asset_122938791c6b146a,click_success_20260713_092333_686,file_8d4e790d85b34365,asset_122938791c6b146a,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092333_686\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092333_686\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00732_free_asset_f969550042dd8a5c.png,free,0,0,0,0,1,0,0,reviewed,content:asset_f969550042dd8a5c,click_success_20260713_092340_435,file_299fc7f5bf0cc61f,asset_f969550042dd8a5c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092340_435\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092340_435\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00733_x_mark_asset_507e8cbb255ddbba.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_507e8cbb255ddbba,click_success_20260713_092358_638,file_ad7e4eb378125644,asset_507e8cbb255ddbba,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092358_638\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092358_638\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00734_got_asset_ff4135452321c27d.png,got,0,0,0,0,0,1,0,reviewed,content:asset_ff4135452321c27d,click_success_20260713_092403_554,file_92496cc044399074,asset_ff4135452321c27d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092403_554\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092403_554\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00735_free_asset_0f62c98e529b3d06.png,free,0,0,0,0,1,0,0,reviewed,content:asset_0f62c98e529b3d06,click_success_20260713_092410_770,file_5037ba8f8428854c,asset_0f62c98e529b3d06,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092410_770\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092410_770\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00736_x_mark_asset_e18d2d36b4462d42.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_e18d2d36b4462d42,click_success_20260713_092428_852,file_ef5e65b9f913f3ba,asset_e18d2d36b4462d42,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092428_852\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092428_852\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00737_got_asset_42640b7956e1a5af.png,got,0,0,0,0,0,1,0,reviewed,content:asset_42640b7956e1a5af,click_success_20260713_092433_793,file_6baeafdbf1505b34,asset_42640b7956e1a5af,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092433_793\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092433_793\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00738_free_asset_cd28afeb00146427.png,free,0,0,0,0,1,0,0,reviewed,content:asset_cd28afeb00146427,click_success_20260713_092440_855,file_ab90d0a0298a6948,asset_cd28afeb00146427,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092440_855\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092440_855\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00739_x_mark_asset_30c8ee229aa044f4.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_30c8ee229aa044f4,click_success_20260713_092459_030,file_87d9500c65b6a4f2,asset_30c8ee229aa044f4,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092459_030\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092459_030\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00740_got_asset_d66a3b4c3a54e582.png,got,0,0,0,0,0,1,0,reviewed,content:asset_d66a3b4c3a54e582,click_success_20260713_092504_003,file_84a8d2e130401c22,asset_d66a3b4c3a54e582,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092504_003\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092504_003\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00741_free_asset_cd28afeb00146427.png,free,0,0,0,0,1,0,0,reviewed,content:asset_cd28afeb00146427,click_success_20260713_092511_425,file_42bf27b449a4c57a,asset_cd28afeb00146427,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092511_425\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092511_425\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00742_x_mark_asset_6cc55a7b44c3cff4.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_6cc55a7b44c3cff4,click_success_20260713_092529_928,file_e1121a57558fb4d8,asset_6cc55a7b44c3cff4,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092529_928\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092529_928\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00743_got_asset_cd7bd45565e944d8.png,got,0,0,0,0,0,1,0,reviewed,content:asset_cd7bd45565e944d8,click_success_20260713_092534_935,file_3606147f537f0ca8,asset_cd7bd45565e944d8,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092534_935\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092534_935\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00744_x_mark_asset_6335f512afc499b7.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_6335f512afc499b7,click_success_20260713_092617_850,file_910704808a5e9385,asset_6335f512afc499b7,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092617_850\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092617_850\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00745_got_asset_6555ba34f68fbad7.png,got,0,0,0,0,0,1,0,reviewed,content:asset_6555ba34f68fbad7,click_success_20260713_092623_009,file_8162960727650f5f,asset_6555ba34f68fbad7,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092623_009\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092623_009\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00746_x_mark_asset_98c24948b203b45b.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_98c24948b203b45b,click_success_20260713_092637_056,file_7355bcb1bf51b0e6,asset_98c24948b203b45b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092637_056\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092637_056\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00747_x_mark_asset_9e1fb426ba026819.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_9e1fb426ba026819,click_success_20260713_092646_757,file_aaef03b0d97202b8,asset_9e1fb426ba026819,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092646_757\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092646_757\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00748_got_asset_5d48d448576b133c.png,got,0,0,0,0,0,1,0,reviewed,content:asset_5d48d448576b133c,click_success_20260713_092651_933,file_e3d10cbaef88c1de,asset_5d48d448576b133c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092651_933\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092651_933\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00749_play_triangle_asset_88342de1955d7710.png,play_triangle,0,1,0,0,0,0,0,reviewed,content:asset_88342de1955d7710,click_success_20260713_092817_744,file_91d2283860b96df5,asset_88342de1955d7710,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092817_744\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092817_744\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00750_x_mark_asset_dfe2e766e76863a7.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_dfe2e766e76863a7,click_success_20260713_092835_996,file_32bf64afd9c4411a,asset_dfe2e766e76863a7,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092835_996\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092835_996\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00751_got_asset_054e2d14776c7eaa.png,got,0,0,0,0,0,1,0,reviewed,content:asset_054e2d14776c7eaa,click_success_20260713_092841_138,file_d86e984d901f001c,asset_054e2d14776c7eaa,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092841_138\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092841_138\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00752_play_triangle_asset_542d5a8ba5e8e090.png,play_triangle,0,1,0,0,0,0,0,reviewed,content:asset_542d5a8ba5e8e090,click_success_20260713_092847_103,file_98b7978876377b57,asset_542d5a8ba5e8e090,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092847_103\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092847_103\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00753_x_mark_asset_36e63d1e55168e8f.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_36e63d1e55168e8f,click_success_20260713_092905_503,file_5112e13caf63a384,asset_36e63d1e55168e8f,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092905_503\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092905_503\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00754_got_asset_ab19bac3e1d1fc80.png,got,0,0,0,0,0,1,0,reviewed,content:asset_ab19bac3e1d1fc80,click_success_20260713_092910_536,file_5127788b0383ad92,asset_ab19bac3e1d1fc80,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092910_536\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092910_536\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00755_play_triangle_asset_1681b89025c9902b.png,play_triangle,0,1,0,0,0,0,0,reviewed,content:asset_1681b89025c9902b,click_success_20260713_092916_449,file_17c41195373d39df,asset_1681b89025c9902b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092916_449\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092916_449\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00756_x_mark_asset_90ce48e4e47a01c1.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_90ce48e4e47a01c1,click_success_20260713_092934_813,file_0b95398e6c4be8d8,asset_90ce48e4e47a01c1,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092934_813\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092934_813\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00757_got_asset_fe628b894f9e9d17.png,got,0,0,0,0,0,1,0,reviewed,content:asset_fe628b894f9e9d17,click_success_20260713_092939_863,file_fbaa02f8549aa9f7,asset_fe628b894f9e9d17,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092939_863\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092939_863\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00758_play_triangle_asset_da86db81efb2b312.png,play_triangle,0,1,0,0,0,0,0,reviewed,content:asset_da86db81efb2b312,click_success_20260713_092945_822,file_3f18d06520b7ad61,asset_da86db81efb2b312,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092945_822\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092945_822\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00759_x_mark_asset_7a4697aa90795534.png,x_mark,1,0,0,0,0,0,0,reviewed,content:asset_7a4697aa90795534,click_success_20260713_093004_075,file_8206cc5578bc22ba,asset_7a4697aa90795534,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_093004_075\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_093004_075\crops\bbox.png,ads,crop,runtime_collection,crop,raw,vision_platform\ads\runtime_collection,
