instance_id,content_id,relative_path,candidate_id,parent_screen_id,proposal_sources,proposal_score_max,suggestion_family,top_probability,raw_bbox_crop_path
file_251b9fba035f8220,asset_8153bfa737746b7a,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_004_bbox.png,cxp_s0028_004,screen_0028,geometry_x,0.818824,x_mark,0.50841,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_004_bbox.png
file_8e47bda5c0a61d18,asset_ae4ef7535067a480,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_005_bbox.png,cxp_s0028_005,screen_0028,geometry_x,0.805994,negative,0.42600,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_005_bbox.png
file_d1d1a14a230e10e4,asset_c0a2597efbcc86af,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_006_bbox.png,cxp_s0028_006,screen_0028,geometry_x,0.804688,x_mark,0.57580,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_006_bbox.png
file_1a683ac8aed8156b,asset_1c15db447481be43,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_007_bbox.png,cxp_s0028_007,screen_0028,geometry_x,0.775111,arrow,0.72292,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_007_bbox.png
file_fbe9b62828150c24,asset_8a405ab7fdc540ad,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_001_bbox.png,cxp_s0029_001,screen_0029,close_template,0.99978,next,0.72335,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_001_bbox.png
file_65decf57e703516c,asset_1f3a5fcab8a7e85b,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_002_bbox.png,cxp_s0029_002,screen_0029,geometry_x,0.934634,x_mark,0.57970,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_002_bbox.png
file_f67ef98e56f9abca,asset_46ef8502e460c053,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_003_bbox.png,cxp_s0029_003,screen_0029,geometry_x,0.897052,got,0.51792,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_003_bbox.png
file_a513315be593a71c,asset_65b382a725a1cdf5,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_004_bbox.png,cxp_s0029_004,screen_0029,geometry_x,0.896595,x_mark,0.75629,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_004_bbox.png
file_ae1a04d4d1f05738,asset_3353a5949315d808,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_005_bbox.png,cxp_s0029_005,screen_0029,geometry_x,0.862266,x_mark,0.55932,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_005_bbox.png
file_a4137e528542241b,asset_20e61e716c8f3ec5,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_006_bbox.png,cxp_s0029_006,screen_0029,geometry_x,0.860433,negative,0.20408,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_006_bbox.png
file_6346f8a367458b22,asset_a4d43b19a8a4c204,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_007_bbox.png,cxp_s0029_007,screen_0029,geometry_x,0.852516,negative,0.12749,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_007_bbox.png
file_cee4c5f84c0525ff,asset_cd871e304f161f5d,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_008_bbox.png,cxp_s0029_008,screen_0029,geometry_x,0.837013,negative,0.13898,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_008_bbox.png
file_31e7742215d48e9d,asset_c930a5a45207a7d2,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_009_bbox.png,cxp_s0029_009,screen_0029,geometry_x,0.816205,negative,0.27177,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_009_bbox.png
file_655a0e33104c6005,asset_9370a26fd96c3915,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_010_bbox.png,cxp_s0029_010,screen_0029,close_template,0.815508,arrow,0.86343,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_010_bbox.png
file_43f346ffa5ad9acf,asset_d49457c4ac800502,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_011_bbox.png,cxp_s0029_011,screen_0029,geometry_x,0.81018,negative,0.38109,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_011_bbox.png
file_64149c417807c355,asset_96b6fd7cacc7a554,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_012_bbox.png,cxp_s0029_012,screen_0029,close_template,0.80934,arrow,0.94538,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_012_bbox.png
file_b55e4bbadeb3662c,asset_7ace19997af2579b,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_013_bbox.png,cxp_s0029_013,screen_0029,close_template,0.784824,arrow,0.83120,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_013_bbox.png
file_827c97ed486bcae4,asset_2cd575200d1c110f,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_014_bbox.png,cxp_s0029_014,screen_0029,close_template,0.764365,negative,0.36679,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_014_bbox.png
file_9b63226d22948742,asset_15de7b8a3138efe0,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_015_bbox.png,cxp_s0029_015,screen_0029,close_template,0.754332,negative,0.37698,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_015_bbox.png
file_4e01a63aba7ff17d,asset_f2f1fd1c7832b4d9,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_016_bbox.png,cxp_s0029_016,screen_0029,geometry_x,0.749506,arrow,0.80703,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_016_bbox.png
file_a79b88026442b46b,asset_b387b98017c9b240,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_017_bbox.png,cxp_s0029_017,screen_0029,geometry_x,0.712622,negative,0.39777,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_017_bbox.png
file_7a8fc6704bb156d1,asset_cd3ace203b270d4b,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_018_bbox.png,cxp_s0029_018,screen_0029,geometry_x,0.696812,arrow,0.51304,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_018_bbox.png
file_4eefc26471689c0a,asset_5772a8b0669a0af2,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_001_bbox.png,cxp_s0030_001,screen_0030,close_template,0.966315,arrow,0.86530,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_001_bbox.png
file_c76d99f6c4af455c,asset_4640d13776664f72,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_002_bbox.png,cxp_s0030_002,screen_0030,geometry_x,0.925243,x_mark,0.72383,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_002_bbox.png
file_e5fbe2037a78cd57,asset_c0186045b6874763,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_003_bbox.png,cxp_s0030_003,screen_0030,geometry_x,0.902475,arrow,0.62365,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_003_bbox.png
file_da19c57762f2f1dc,asset_c31b7de21038be99,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_004_bbox.png,cxp_s0030_004,screen_0030,geometry_x,0.880045,x_mark,0.78842,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_004_bbox.png
file_0cd3ce94c632a450,asset_774d342d0c3d98d7,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_005_bbox.png,cxp_s0030_005,screen_0030,geometry_x,0.861791,negative,0.09497,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_005_bbox.png
file_0b13f6b8a95bccf4,asset_2c0ed1d97b26cd23,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_006_bbox.png,cxp_s0030_006,screen_0030,geometry_x,0.85915,negative,0.30340,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_006_bbox.png
file_1a158de408f4f1cb,asset_aa073b6f3954fac0,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_007_bbox.png,cxp_s0030_007,screen_0030,close_template,0.831287,arrow,0.84523,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_007_bbox.png
file_e0dfd0fe7ae78c14,asset_7895b8d944d46a2f,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_008_bbox.png,cxp_s0030_008,screen_0030,geometry_x,0.814371,arrow,0.60688,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_008_bbox.png
file_15460702272fc7af,asset_3a95ad16e806539e,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_009_bbox.png,cxp_s0030_009,screen_0030,geometry_x,0.810822,negative,0.49225,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_009_bbox.png
file_f6e95f314d54cd7a,asset_4ecf7bc38a53730f,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_010_bbox.png,cxp_s0030_010,screen_0030,geometry_x,0.791699,negative,0.28543,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_010_bbox.png
file_1aff9c0a5b83157e,asset_f723b6d82cb03eff,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_011_bbox.png,cxp_s0030_011,screen_0030,close_template,0.761762,x_mark,0.61719,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_011_bbox.png
file_93568720c6489be8,asset_452e55d94c1f5d93,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_012_bbox.png,cxp_s0030_012,screen_0030,geometry_x,0.711403,negative,0.27925,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_012_bbox.png
