image_path,label,review_status,source_screen,source_session,ad_source,icon_family,reject_type,candidate_score,geometry_score,bbox,split,instance_id,content_id,original_path,relative_path,vision_domain,asset_type,asset_role,representation,sample_role,sub_role
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00772_not_close_asset_28c13a52ad035fb6.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_28c13a52ad035fb6,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_1be2cbcc614fde6e,asset_28c13a52ad035fb6,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000147.png,close_x_classifier\data\review_batch_001\patches\cand_000147.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00773_not_close_asset_058552ebbb3d5a1b.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_058552ebbb3d5a1b,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_ad48ca6bb405d315,asset_058552ebbb3d5a1b,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000148.png,close_x_classifier\data\review_batch_001\patches\cand_000148.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00774_not_close_asset_4f7b9cd72f46366a.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_4f7b9cd72f46366a,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_19e075dbeb0c28f1,asset_4f7b9cd72f46366a,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000149.png,close_x_classifier\data\review_batch_001\patches\cand_000149.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00775_not_close_asset_e4f9e24d4293caa9.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_e4f9e24d4293caa9,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_c9de6b5881e2fe80,asset_e4f9e24d4293caa9,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000150.png,close_x_classifier\data\review_batch_001\patches\cand_000150.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00776_not_close_asset_8b154481c02c78d1.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_8b154481c02c78d1,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_d97112d62d09dde0,asset_8b154481c02c78d1,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000151.png,close_x_classifier\data\review_batch_001\patches\cand_000151.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00777_not_close_asset_bafa07a8590b3576.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_bafa07a8590b3576,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_173a6b4ab1551db6,asset_bafa07a8590b3576,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000152.png,close_x_classifier\data\review_batch_001\patches\cand_000152.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00778_not_close_asset_a6b2ee383b064fde.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_a6b2ee383b064fde,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_70cf45dcb11e3951,asset_a6b2ee383b064fde,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000153.png,close_x_classifier\data\review_batch_001\patches\cand_000153.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00779_not_close_asset_38616e9bd5e97b65.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_38616e9bd5e97b65,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_bedfc3c70739f103,asset_38616e9bd5e97b65,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000154.png,close_x_classifier\data\review_batch_001\patches\cand_000154.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00780_not_close_asset_3913a7882146eec5.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_3913a7882146eec5,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_c4d0243a3550a7e3,asset_3913a7882146eec5,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000155.png,close_x_classifier\data\review_batch_001\patches\cand_000155.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00781_not_close_asset_5d682341299629d5.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_5d682341299629d5,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_dd133abc13e1a2ec,asset_5d682341299629d5,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000156.png,close_x_classifier\data\review_batch_001\patches\cand_000156.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00782_not_close_asset_8c1e6f79067750f8.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_8c1e6f79067750f8,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_ba3c0bde77fa16fd,asset_8c1e6f79067750f8,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000163.png,close_x_classifier\data\review_batch_001\patches\cand_000163.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00783_not_close_asset_a67319be6f797d9c.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_a67319be6f797d9c,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_56021aebf265e6e4,asset_a67319be6f797d9c,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000164.png,close_x_classifier\data\review_batch_001\patches\cand_000164.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00784_not_close_asset_72f38e2e8cf36246.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_72f38e2e8cf36246,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_045ec5bb9b257258,asset_72f38e2e8cf36246,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000165.png,close_x_classifier\data\review_batch_001\patches\cand_000165.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00785_not_close_asset_0f06be2ad91bd4c7.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_0f06be2ad91bd4c7,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_a06950a67cf93fa6,asset_0f06be2ad91bd4c7,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000166.png,close_x_classifier\data\review_batch_001\patches\cand_000166.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00786_not_close_asset_e734e54a377cc85c.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_e734e54a377cc85c,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_a180b695b642a1fe,asset_e734e54a377cc85c,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000167.png,close_x_classifier\data\review_batch_001\patches\cand_000167.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00787_not_close_asset_b7ad3c8fa00ae64d.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_b7ad3c8fa00ae64d,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_0e2125e05207f0a3,asset_b7ad3c8fa00ae64d,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000168.png,close_x_classifier\data\review_batch_001\patches\cand_000168.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00788_not_close_asset_bc35eec80612cf1d.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_bc35eec80612cf1d,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_937ab883cf3d3cca,asset_bc35eec80612cf1d,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000169.png,close_x_classifier\data\review_batch_001\patches\cand_000169.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00789_not_close_asset_26746d2793766282.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_26746d2793766282,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_9802feb5c13de5ca,asset_26746d2793766282,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000170.png,close_x_classifier\data\review_batch_001\patches\cand_000170.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00790_not_close_asset_004df9f1a69d9be8.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_004df9f1a69d9be8,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_2af92de8eb4c186d,asset_004df9f1a69d9be8,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000171.png,close_x_classifier\data\review_batch_001\patches\cand_000171.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00791_not_close_asset_5c39375acd095c94.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_5c39375acd095c94,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_e45b09f04c703910,asset_5c39375acd095c94,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000172.png,close_x_classifier\data\review_batch_001\patches\cand_000172.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00792_not_close_asset_0e4edc566a2a3530.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_0e4edc566a2a3530,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_039f2a5822e54289,asset_0e4edc566a2a3530,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000175.png,close_x_classifier\data\review_batch_001\patches\cand_000175.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00793_not_close_asset_901b09bfd58939b9.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_901b09bfd58939b9,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_88b171db7594dbe4,asset_901b09bfd58939b9,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000176.png,close_x_classifier\data\review_batch_001\patches\cand_000176.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00794_not_close_asset_6c7b399ab36ef4e1.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_6c7b399ab36ef4e1,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_c71710703ce7758a,asset_6c7b399ab36ef4e1,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000178.png,close_x_classifier\data\review_batch_001\patches\cand_000178.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00795_not_close_asset_d955cc64964476bf.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_d955cc64964476bf,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_7643c72904c6ef74,asset_d955cc64964476bf,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000179.png,close_x_classifier\data\review_batch_001\patches\cand_000179.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00796_not_close_asset_3d0ed3983a52d5b8.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_3d0ed3983a52d5b8,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_a134d84cc39d05c4,asset_3d0ed3983a52d5b8,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000180.png,close_x_classifier\data\review_batch_001\patches\cand_000180.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00797_not_close_asset_6fe9c3e001a6e799.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_6fe9c3e001a6e799,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_3da711b6db14703b,asset_6fe9c3e001a6e799,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000181.png,close_x_classifier\data\review_batch_001\patches\cand_000181.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00798_not_close_asset_1fa6ee24f54f60d3.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_1fa6ee24f54f60d3,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_946ab1e36bc335f4,asset_1fa6ee24f54f60d3,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000182.png,close_x_classifier\data\review_batch_001\patches\cand_000182.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00799_not_close_asset_51a3fa89708625b3.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_51a3fa89708625b3,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_c29b57f27ae76d1f,asset_51a3fa89708625b3,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000183.png,close_x_classifier\data\review_batch_001\patches\cand_000183.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00800_not_close_asset_65885cfba98a53c1.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_65885cfba98a53c1,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_351da29055f49ece,asset_65885cfba98a53c1,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000184.png,close_x_classifier\data\review_batch_001\patches\cand_000184.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00801_not_close_asset_9c3005e8cf61b486.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_9c3005e8cf61b486,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_bce97813ccd6fce4,asset_9c3005e8cf61b486,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000185.png,close_x_classifier\data\review_batch_001\patches\cand_000185.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00802_not_close_asset_50407b85af80f46d.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_50407b85af80f46d,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_5fd257c642fa4be0,asset_50407b85af80f46d,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000186.png,close_x_classifier\data\review_batch_001\patches\cand_000186.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00803_not_close_asset_fef0c29133358a70.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_fef0c29133358a70,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_0dee7d1a092b7aa1,asset_fef0c29133358a70,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000187.png,close_x_classifier\data\review_batch_001\patches\cand_000187.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00804_not_close_asset_4f041e6f80ff25ee.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_4f041e6f80ff25ee,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_4cd1982c2f4d6212,asset_4f041e6f80ff25ee,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000188.png,close_x_classifier\data\review_batch_001\patches\cand_000188.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00805_not_close_asset_abdad0a829b22ec2.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_abdad0a829b22ec2,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_4e8056131daa42e5,asset_abdad0a829b22ec2,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000189.png,close_x_classifier\data\review_batch_001\patches\cand_000189.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00806_not_close_asset_246757dff465857e.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_246757dff465857e,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_b6578ae6524b19c1,asset_246757dff465857e,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000190.png,close_x_classifier\data\review_batch_001\patches\cand_000190.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00807_not_close_asset_30feb3beb2759ec3.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_30feb3beb2759ec3,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_0ef9800e16e9ae2e,asset_30feb3beb2759ec3,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000191.png,close_x_classifier\data\review_batch_001\patches\cand_000191.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00808_not_close_asset_22afaace13752f1d.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_22afaace13752f1d,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_2a87dee1cf8cc89a,asset_22afaace13752f1d,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000192.png,close_x_classifier\data\review_batch_001\patches\cand_000192.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00809_not_close_asset_0ae1fab78d76163c.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_0ae1fab78d76163c,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_f0821cdca5d0b356,asset_0ae1fab78d76163c,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000193.png,close_x_classifier\data\review_batch_001\patches\cand_000193.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00810_not_close_asset_8591847fdc83bcbf.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_8591847fdc83bcbf,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_1d913a3476b67aaa,asset_8591847fdc83bcbf,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000194.png,close_x_classifier\data\review_batch_001\patches\cand_000194.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00811_not_close_asset_6c4361db35dc6101.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_6c4361db35dc6101,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_19785e803872d61d,asset_6c4361db35dc6101,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000195.png,close_x_classifier\data\review_batch_001\patches\cand_000195.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00812_not_close_asset_46174af0ac22175f.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_46174af0ac22175f,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_fc25cabeb075f37c,asset_46174af0ac22175f,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000196.png,close_x_classifier\data\review_batch_001\patches\cand_000196.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00813_not_close_asset_9130385b6eeca366.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_9130385b6eeca366,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_34ad73ad19b3eafa,asset_9130385b6eeca366,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000199.png,close_x_classifier\data\review_batch_001\patches\cand_000199.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00814_not_close_asset_d9127253586849c7.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_d9127253586849c7,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_80a67ac3506a965b,asset_d9127253586849c7,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000200.png,close_x_classifier\data\review_batch_001\patches\cand_000200.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00815_not_close_asset_8700970b991363ad.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_8700970b991363ad,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_43efa0f353d28fb2,asset_8700970b991363ad,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000201.png,close_x_classifier\data\review_batch_001\patches\cand_000201.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00816_not_close_asset_d34192105bd91f3e.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_d34192105bd91f3e,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_f16f10f7b60cc115,asset_d34192105bd91f3e,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000202.png,close_x_classifier\data\review_batch_001\patches\cand_000202.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00817_not_close_asset_2737646707e72bc9.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_2737646707e72bc9,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_8d333d058a1f53e6,asset_2737646707e72bc9,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000209.png,close_x_classifier\data\review_batch_001\patches\cand_000209.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00818_not_close_asset_45ad4d6c8ac0a2fe.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_45ad4d6c8ac0a2fe,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_94e43e4ca39f9791,asset_45ad4d6c8ac0a2fe,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000210.png,close_x_classifier\data\review_batch_001\patches\cand_000210.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00819_not_close_asset_d7490885dc333b3b.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_d7490885dc333b3b,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_f534c717b885ebea,asset_d7490885dc333b3b,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000211.png,close_x_classifier\data\review_batch_001\patches\cand_000211.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00820_not_close_asset_40053312ffb0e735.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_40053312ffb0e735,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_9ebced5bf0f9bfa7,asset_40053312ffb0e735,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000212.png,close_x_classifier\data\review_batch_001\patches\cand_000212.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00821_not_close_asset_ad70dd462a1f0e34.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_ad70dd462a1f0e34,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_7a6ddf6d959a417d,asset_ad70dd462a1f0e34,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000213.png,close_x_classifier\data\review_batch_001\patches\cand_000213.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00822_not_close_asset_1849d4667c269064.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_1849d4667c269064,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_cc1b685c5b63c626,asset_1849d4667c269064,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000214.png,close_x_classifier\data\review_batch_001\patches\cand_000214.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00823_not_close_asset_ad9815ba2de88499.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_ad9815ba2de88499,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_27a6431504b60a2d,asset_ad9815ba2de88499,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000215.png,close_x_classifier\data\review_batch_001\patches\cand_000215.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00824_not_close_asset_9db947bcc61d4e0c.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_9db947bcc61d4e0c,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_a29c158ce2b27718,asset_9db947bcc61d4e0c,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000216.png,close_x_classifier\data\review_batch_001\patches\cand_000216.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00825_not_close_asset_79e109a914daea4b.png,not_close,reviewed,close_x_classifier/data/review_batch_001/patches,asset_79e109a914daea4b,close_x_classifier\data\review_batch_001,review_asset,non_action_target,,,,,file_fe3dd36b430a654f,asset_79e109a914daea4b,D:\Projects\adb_vl\close_x_classifier\data\review_batch_001\patches\cand_000217.png,close_x_classifier\data\review_batch_001\patches\cand_000217.png,ads,crop,review_asset,raw,non_action_target,
